"Town/County","FIPS","Year","Category","Measure Type","Variable","Value"
"North Stonington","0901155500","2006","Government","US Dollars","Annual Average Wage",41213
"North Stonington","0901155500","2011","Government","US Dollars","Annual Average Wage",50474
"North Stonington","0901155500","2010","Government","Number","Annual Average Employment",213
"North Stonington","0901155500","2009","All Industries","US Dollars","Annual Average Wage",30501
"North Stonington","0901155500","2013","Government","Number","Number of Employers",11
"North Stonington","0901155500","2006","All Industries","Number","Number of Employers",117
"North Stonington","0901155500","2015","All Industries","US Dollars","Annual Average Wage",44348
"North Stonington","0901155500","2014","All Industries","Number","Number of Employers",110
"North Stonington","0901155500","2013","All Industries","Number","Annual Average Employment",1550
"North Stonington","0901155500","2007","All Industries","US Dollars","Annual Average Wage",31630
"North Stonington","0901155500","2010","All Industries","Number","Number of Employers",104
"North Stonington","0901155500","2014","All Industries","US Dollars","Annual Average Wage",41072
"North Stonington","0901155500","2009","Government","Number","Number of Employers",13
"North Stonington","0901155500","2004","Government","Number","Number of Employers",13
"North Stonington","0901155500","2007","Government","US Dollars","Annual Average Wage",42626
"North Stonington","0901155500","2006","All Industries","US Dollars","Annual Average Wage",30580
"North Stonington","0901155500","2010","All Industries","Number","Annual Average Employment",1010
"North Stonington","0901155500","2012","All Industries","Number","Number of Employers",106
"North Stonington","0901155500","2004","All Industries","Number","Annual Average Employment",1289
"North Stonington","0901155500","2008","All Industries","Number","Annual Average Employment",1290
"North Stonington","0901155500","2010","Government","US Dollars","Annual Average Wage",46410
"North Stonington","0901155500","2009","Government","US Dollars","Annual Average Wage",46461
"North Stonington","0901155500","2009","All Industries","Number","Number of Employers",109
"North Stonington","0901155500","2014","Government","Number","Number of Employers",11
"North Stonington","0901155500","2014","Government","Number","Annual Average Employment",187
"North Stonington","0901155500","2006","Government","Number","Annual Average Employment",215
"North Stonington","0901155500","2005","Government","Number","Number of Employers",13
"North Stonington","0901155500","2011","Government","Number","Annual Average Employment",189
"North Stonington","0901155500","2011","All Industries","Number","Annual Average Employment",1392
"North Stonington","0901155500","2005","All Industries","Number","Annual Average Employment",1263
"North Stonington","0901155500","2005","Government","Number","Annual Average Employment",206
"North Stonington","0901155500","2010","All Industries","US Dollars","Annual Average Wage",31324
"North Stonington","0901155500","2004","Government","Number","Annual Average Employment",212
"North Stonington","0901155500","2012","All Industries","Number","Annual Average Employment",1460
"North Stonington","0901155500","2013","Government","Number","Annual Average Employment",190
"North Stonington","0901155500","2004","All Industries","US Dollars","Annual Average Wage",34816
"North Stonington","0901155500","2008","Government","Number","Annual Average Employment",226
"North Stonington","0901155500","2011","All Industries","Number","Number of Employers",106
"North Stonington","0901155500","2006","All Industries","Number","Annual Average Employment",1234
"North Stonington","0901155500","2008","Government","Number","Number of Employers",12
"North Stonington","0901155500","2007","Government","Number","Annual Average Employment",220
"North Stonington","0901155500","2012","Government","Number","Annual Average Employment",193
"North Stonington","0901155500","2007","Government","Number","Number of Employers",13
"North Stonington","0901155500","2004","Government","US Dollars","Annual Average Wage",44417
"North Stonington","0901155500","2007","All Industries","Number","Number of Employers",120
"North Stonington","0901155500","2005","All Industries","Number","Number of Employers",126
"North Stonington","0901155500","2014","All Industries","Number","Annual Average Employment",1563
"North Stonington","0901155500","2015","Government","US Dollars","Annual Average Wage",53050
"North Stonington","0901155500","2008","All Industries","Number","Number of Employers",112
"Norwalk","0900156060","2012","Government","US Dollars","Annual Average Wage",64359
"Norwalk","0900156060","2011","Government","US Dollars","Annual Average Wage",63712
"Norwalk","0900156060","2009","Government","Number","Annual Average Employment",4166
"Norwalk","0900156060","2008","All Industries","Number","Annual Average Employment",45294
"Norwalk","0900156060","2006","Government","Number","Number of Employers",47
"Norwalk","0900156060","2004","Government","Number","Number of Employers",46
"Norwalk","0900156060","2014","All Industries","Number","Annual Average Employment",45063
"Norwalk","0900156060","2011","All Industries","US Dollars","Annual Average Wage",88173
"Norwalk","0900156060","2012","All Industries","US Dollars","Annual Average Wage",88842
"Norwalk","0900156060","2007","Government","US Dollars","Annual Average Wage",61273
"Norwalk","0900156060","2007","Government","Number","Annual Average Employment",4028
"Norwalk","0900156060","2015","All Industries","Number","Annual Average Employment",46072
"Norwalk","0900156060","2005","All Industries","US Dollars","Annual Average Wage",60691
"Norwalk","0900156060","2013","Government","US Dollars","Annual Average Wage",66092
"Norwalk","0900156060","2013","All Industries","US Dollars","Annual Average Wage",95638
"Norwalk","0900156060","2008","Government","US Dollars","Annual Average Wage",60576
"Norwalk","0900156060","2011","All Industries","Number","Number of Employers",3193
"Norwalk","0900156060","2013","Government","Number","Annual Average Employment",3864
"Norwalk","0900156060","2008","All Industries","Number","Number of Employers",3178
"Norwalk","0900156060","2005","Government","Number","Number of Employers",48
"Norwalk","0900156060","2012","Government","Number","Number of Employers",45
"Norwalk","0900156060","2010","All Industries","Number","Annual Average Employment",42844
"Norwalk","0900156060","2010","Government","Number","Annual Average Employment",3900
"Norwalk","0900156060","2013","All Industries","Number","Number of Employers",3301
"Norwalk","0900156060","2004","All Industries","Number","Annual Average Employment",42465
"Norwalk","0900156060","2007","Government","Number","Number of Employers",47
"Norwalk","0900156060","2004","Government","Number","Annual Average Employment",3855
"Norwalk","0900156060","2015","All Industries","US Dollars","Annual Average Wage",96194
"Norwalk","0900156060","2008","All Industries","US Dollars","Annual Average Wage",76707
"Norwalk","0900156060","2009","All Industries","US Dollars","Annual Average Wage",80488
"Norwalk","0900156060","2014","Government","US Dollars","Annual Average Wage",64844
"Norwalk","0900156060","2004","All Industries","Number","Number of Employers",3153
"Norwalk","0900156060","2011","Government","Number","Annual Average Employment",3969
"Norwalk","0900156060","2009","All Industries","Number","Number of Employers",3200
"Norwalk","0900156060","2010","Government","Number","Number of Employers",49
"Norwalk","0900156060","2009","Government","Number","Number of Employers",48
"Norwalk","0900156060","2015","Government","Number","Annual Average Employment",4256
"Norwalk","0900156060","2012","All Industries","Number","Annual Average Employment",44034
"Norwalk","0900156060","2005","Government","Number","Annual Average Employment",4008
"Norwalk","0900156060","2009","All Industries","Number","Annual Average Employment",43360
"Norwalk","0900156060","2006","All Industries","Number","Number of Employers",3242
"Norwalk","0900156060","2014","Government","Number","Number of Employers",46
"Norwalk","0900156060","2004","All Industries","US Dollars","Annual Average Wage",55752
"Norwalk","0900156060","2006","All Industries","Number","Annual Average Employment",45443
"Norwalk","0900156060","2008","Government","Number","Annual Average Employment",4030
"Norwalk","0900156060","2007","All Industries","Number","Annual Average Employment",45643
"Norwalk","0900156060","2010","All Industries","Number","Number of Employers",3201
"Norwalk","0900156060","2006","Government","US Dollars","Annual Average Wage",52151
"Norwalk","0900156060","2006","All Industries","US Dollars","Annual Average Wage",65696
"Norwalk","0900156060","2013","Government","Number","Number of Employers",45
"Norwalk","0900156060","2005","Government","US Dollars","Annual Average Wage",53550
"Norwalk","0900156060","2014","All Industries","Number","Number of Employers",3376
"Norwalk","0900156060","2007","All Industries","Number","Number of Employers",3236
"Norwalk","0900156060","2010","All Industries","US Dollars","Annual Average Wage",85751
"Norwalk","0900156060","2013","All Industries","Number","Annual Average Employment",44463
"Norwalk","0900156060","2007","All Industries","US Dollars","Annual Average Wage",73736
"Norwalk","0900156060","2011","Government","Number","Number of Employers",47
"Norwalk","0900156060","2009","Government","US Dollars","Annual Average Wage",60129
"Norwalk","0900156060","2014","All Industries","US Dollars","Annual Average Wage",95270
"Norwalk","0900156060","2012","Government","Number","Annual Average Employment",3944
"Norwalk","0900156060","2011","All Industries","Number","Annual Average Employment",44012
"Norwalk","0900156060","2015","Government","Number","Number of Employers",44
"Norwalk","0900156060","2012","All Industries","Number","Number of Employers",3231
"Norwalk","0900156060","2006","Government","Number","Annual Average Employment",4303
"Norwalk","0900156060","2010","Government","US Dollars","Annual Average Wage",64340
"Norwalk","0900156060","2015","Government","US Dollars","Annual Average Wage",65653
"Norwalk","0900156060","2005","All Industries","Number","Annual Average Employment",43870
"Norwalk","0900156060","2008","Government","Number","Number of Employers",47
"Norwalk","0900156060","2014","Government","Number","Annual Average Employment",4099
"Norwalk","0900156060","2005","All Industries","Number","Number of Employers",3178
"Norwalk","0900156060","2004","Government","US Dollars","Annual Average Wage",53467
"Norwalk","0900156060","2015","All Industries","Number","Number of Employers",3418
"Norwich","0901156270","2015","All Industries","Number","Annual Average Employment",17098
"Norwich","0901156270","2004","Government","Number","Number of Employers",66
"Norwich","0901156270","2010","Government","Number","Number of Employers",68
"Norwich","0901156270","2012","All Industries","US Dollars","Annual Average Wage",44253
"Norwich","0901156270","2013","All Industries","US Dollars","Annual Average Wage",44318
"Norwich","0901156270","2015","Government","Number","Number of Employers",64
"Norwich","0901156270","2009","Government","Number","Annual Average Employment",2916
"Norwich","0901156270","2005","All Industries","US Dollars","Annual Average Wage",39203
"Norwich","0901156270","2012","Government","Number","Number of Employers",66
"Norwich","0901156270","2012","Government","US Dollars","Annual Average Wage",53241
"Norwich","0901156270","2014","All Industries","Number","Number of Employers",964
"Norwich","0901156270","2008","All Industries","US Dollars","Annual Average Wage",41032
"Norwich","0901156270","2009","All Industries","US Dollars","Annual Average Wage",42513
"Norwich","0901156270","2009","Government","US Dollars","Annual Average Wage",55202
"Norwich","0901156270","2004","All Industries","Number","Number of Employers",988
"Norwich","0901156270","2014","All Industries","US Dollars","Annual Average Wage",45890
"Norwich","0901156270","2007","All Industries","Number","Annual Average Employment",17573
"Norwich","0901156270","2006","Government","US Dollars","Annual Average Wage",48450
"Norwich","0901156270","2010","All Industries","Number","Annual Average Employment",16136
"Norwich","0901156270","2015","Government","Number","Annual Average Employment",3049
"Norwich","0901156270","2009","All Industries","Number","Annual Average Employment",16595
"Norwich","0901156270","2010","Government","Number","Annual Average Employment",2961
"Norwich","0901156270","2012","All Industries","Number","Number of Employers",932
"Norwich","0901156270","2012","Government","Number","Annual Average Employment",2845
"Norwich","0901156270","2014","Government","Number","Number of Employers",64
"Norwich","0901156270","2013","Government","US Dollars","Annual Average Wage",55689
"Norwich","0901156270","2008","Government","US Dollars","Annual Average Wage",53364
"Norwich","0901156270","2014","Government","Number","Annual Average Employment",2960
"Norwich","0901156270","2006","Government","Number","Annual Average Employment",2879
"Norwich","0901156270","2008","Government","Number","Annual Average Employment",2952
"Norwich","0901156270","2010","All Industries","Number","Number of Employers",953
"Norwich","0901156270","2007","Government","Number","Annual Average Employment",2944
"Norwich","0901156270","2005","Government","US Dollars","Annual Average Wage",54448
"Norwich","0901156270","2011","Government","US Dollars","Annual Average Wage",54224
"Norwich","0901156270","2005","Government","Number","Annual Average Employment",2771
"Norwich","0901156270","2007","All Industries","Number","Number of Employers",992
"Norwich","0901156270","2007","Government","Number","Number of Employers",68
"Norwich","0901156270","2012","All Industries","Number","Annual Average Employment",16702
"Norwich","0901156270","2015","Government","US Dollars","Annual Average Wage",61108
"Norwich","0901156270","2015","All Industries","US Dollars","Annual Average Wage",46637
"Norwich","0901156270","2013","Government","Number","Number of Employers",66
"Norwich","0901156270","2014","All Industries","Number","Annual Average Employment",16972
"Norwich","0901156270","2005","All Industries","Number","Number of Employers",996
"Norwich","0901156270","2014","Government","US Dollars","Annual Average Wage",60011
"Norwich","0901156270","2006","All Industries","US Dollars","Annual Average Wage",38430
"Norwich","0901156270","2015","All Industries","Number","Number of Employers",967
"Norwich","0901156270","2008","All Industries","Number","Number of Employers",973
"Norwich","0901156270","2008","Government","Number","Number of Employers",68
"Norwich","0901156270","2005","All Industries","Number","Annual Average Employment",17200
"Norwich","0901156270","2004","All Industries","Number","Annual Average Employment",16865
"Norwich","0901156270","2004","Government","Number","Annual Average Employment",2682
"Norwich","0901156270","2010","Government","US Dollars","Annual Average Wage",51748
"Norwich","0901156270","2004","All Industries","US Dollars","Annual Average Wage",37918
"Norwich","0901156270","2013","All Industries","Number","Annual Average Employment",17070
"Norwich","0901156270","2004","Government","US Dollars","Annual Average Wage",52081
"Norwich","0901156270","2006","All Industries","Number","Annual Average Employment",17560
"Norwich","0901156270","2008","All Industries","Number","Annual Average Employment",17056
"Norwich","0901156270","2005","Government","Number","Number of Employers",68
"Norwich","0901156270","2007","Government","US Dollars","Annual Average Wage",49246
"Norwich","0901156270","2011","All Industries","US Dollars","Annual Average Wage",42961
"Norwich","0901156270","2006","All Industries","Number","Number of Employers",991
"Norwich","0901156270","2009","Government","Number","Number of Employers",69
"Norwich","0901156270","2011","Government","Number","Annual Average Employment",2846
"Norwich","0901156270","2007","All Industries","US Dollars","Annual Average Wage",38795
"Norwich","0901156270","2011","Government","Number","Number of Employers",67
"Norwich","0901156270","2011","All Industries","Number","Number of Employers",938
"Norwich","0901156270","2013","All Industries","Number","Number of Employers",943
"Norwich","0901156270","2010","All Industries","US Dollars","Annual Average Wage",42208
"Norwich","0901156270","2009","All Industries","Number","Number of Employers",975
"Norwich","0901156270","2011","All Industries","Number","Annual Average Employment",16112
"Norwich","0901156270","2006","Government","Number","Number of Employers",70
"Norwich","0901156270","2013","Government","Number","Annual Average Employment",3022
"Old Lyme","0901157040","2015","All Industries","Number","Annual Average Employment",2572
"Old Lyme","0901157040","2011","Government","US Dollars","Annual Average Wage",51014
"Old Lyme","0901157040","2011","All Industries","US Dollars","Annual Average Wage",40458
"Old Lyme","0901157040","2009","All Industries","US Dollars","Annual Average Wage",37492
"Old Lyme","0901157040","2007","All Industries","Number","Number of Employers",268
"Old Lyme","0901157040","2009","All Industries","Number","Annual Average Employment",2574
"Old Lyme","0901157040","2008","Government","Number","Annual Average Employment",426
"Old Lyme","0901157040","2005","All Industries","US Dollars","Annual Average Wage",37271
"Old Lyme","0901157040","2013","Government","US Dollars","Annual Average Wage",49598
"Old Lyme","0901157040","2013","All Industries","Number","Number of Employers",277
"Old Lyme","0901157040","2015","Government","Number","Annual Average Employment",444
"Old Lyme","0901157040","2013","All Industries","US Dollars","Annual Average Wage",40572
"Old Lyme","0901157040","2010","All Industries","Number","Number of Employers",279
"Old Lyme","0901157040","2006","All Industries","US Dollars","Annual Average Wage",38762
"Old Lyme","0901157040","2007","All Industries","US Dollars","Annual Average Wage",38024
"Old Lyme","0901157040","2014","Government","Number","Number of Employers",22
"Old Lyme","0901157040","2005","Government","US Dollars","Annual Average Wage",45054
"Old Lyme","0901157040","2011","Government","Number","Annual Average Employment",416
"Old Lyme","0901157040","2007","Government","Number","Number of Employers",17
"Old Lyme","0901157040","2007","Government","Number","Annual Average Employment",459
"Old Lyme","0901157040","2010","All Industries","US Dollars","Annual Average Wage",38108
"Old Lyme","0901157040","2015","Government","US Dollars","Annual Average Wage",49784
"Old Lyme","0901157040","2004","All Industries","US Dollars","Annual Average Wage",35448
"Old Lyme","0901157040","2011","All Industries","Number","Number of Employers",278
"Old Lyme","0901157040","2006","All Industries","Number","Annual Average Employment",2796
"Old Lyme","0901157040","2006","Government","Number","Annual Average Employment",471
"Old Lyme","0901157040","2014","Government","US Dollars","Annual Average Wage",48610
"Old Lyme","0901157040","2009","Government","Number","Number of Employers",25
"Old Lyme","0901157040","2006","Government","US Dollars","Annual Average Wage",47765
"Old Lyme","0901157040","2015","All Industries","Number","Number of Employers",301
"Old Lyme","0901157040","2010","Government","Number","Number of Employers",24
"Old Lyme","0901157040","2010","Government","Number","Annual Average Employment",410
"Old Lyme","0901157040","2012","All Industries","Number","Number of Employers",273
"Old Lyme","0901157040","2009","Government","Number","Annual Average Employment",425
"Old Lyme","0901157040","2012","Government","US Dollars","Annual Average Wage",50395
"Old Lyme","0901157040","2015","All Industries","US Dollars","Annual Average Wage",45076
"Old Lyme","0901157040","2010","Government","US Dollars","Annual Average Wage",51371
"Old Lyme","0901157040","2013","Government","Number","Number of Employers",22
"Old Lyme","0901157040","2008","All Industries","US Dollars","Annual Average Wage",38620
"Old Lyme","0901157040","2013","Government","Number","Annual Average Employment",425
"Old Lyme","0901157040","2004","All Industries","Number","Number of Employers",255
"Old Lyme","0901157040","2004","Government","Number","Number of Employers",17
"Old Lyme","0901157040","2007","Government","US Dollars","Annual Average Wage",46774
"Old Lyme","0901157040","2008","All Industries","Number","Number of Employers",264
"Old Lyme","0901157040","2015","Government","Number","Number of Employers",23
"Old Lyme","0901157040","2005","Government","Number","Annual Average Employment",434
"Old Lyme","0901157040","2012","Government","Number","Number of Employers",23
"Old Lyme","0901157040","2006","Government","Number","Number of Employers",17
"Old Lyme","0901157040","2012","Government","Number","Annual Average Employment",415
"Old Lyme","0901157040","2006","All Industries","Number","Number of Employers",268
"Old Lyme","0901157040","2014","All Industries","Number","Annual Average Employment",2643
"Old Lyme","0901157040","2009","Government","US Dollars","Annual Average Wage",50789
"Old Lyme","0901157040","2008","Government","US Dollars","Annual Average Wage",49561
"Old Lyme","0901157040","2014","All Industries","US Dollars","Annual Average Wage",41507
"Old Lyme","0901157040","2005","Government","Number","Number of Employers",17
"Old Lyme","0901157040","2007","All Industries","Number","Annual Average Employment",2665
"Old Lyme","0901157040","2004","Government","Number","Annual Average Employment",417
"Old Lyme","0901157040","2011","All Industries","Number","Annual Average Employment",2632
"Old Lyme","0901157040","2010","All Industries","Number","Annual Average Employment",2635
"Old Lyme","0901157040","2012","All Industries","Number","Annual Average Employment",2615
"Old Lyme","0901157040","2014","Government","Number","Annual Average Employment",443
"Old Lyme","0901157040","2012","All Industries","US Dollars","Annual Average Wage",41682
"Old Lyme","0901157040","2013","All Industries","Number","Annual Average Employment",2583
"Old Lyme","0901157040","2008","Government","Number","Number of Employers",17
"Old Lyme","0901157040","2009","All Industries","Number","Number of Employers",275
"Old Lyme","0901157040","2008","All Industries","Number","Annual Average Employment",2592
"Old Lyme","0901157040","2014","All Industries","Number","Number of Employers",285
"Old Lyme","0901157040","2004","All Industries","Number","Annual Average Employment",2491
"Old Lyme","0901157040","2011","Government","Number","Number of Employers",24
"Old Lyme","0901157040","2004","Government","US Dollars","Annual Average Wage",42895
"Old Lyme","0901157040","2005","All Industries","Number","Number of Employers",256
"Old Lyme","0901157040","2005","All Industries","Number","Annual Average Employment",2590
"Old Saybrook","0900757320","2013","All Industries","US Dollars","Annual Average Wage",39667
"Old Saybrook","0900757320","2004","Government","Number","Number of Employers",21
"Old Saybrook","0900757320","2009","Government","Number","Annual Average Employment",659
"Old Saybrook","0900757320","2006","All Industries","Number","Number of Employers",608
"Old Saybrook","0900757320","2011","Government","US Dollars","Annual Average Wage",41575
"Old Saybrook","0900757320","2011","All Industries","US Dollars","Annual Average Wage",39524
"Old Saybrook","0900757320","2007","Government","Number","Annual Average Employment",632
"Old Saybrook","0900757320","2008","All Industries","US Dollars","Annual Average Wage",40345
"Old Saybrook","0900757320","2004","Government","Number","Annual Average Employment",573
"Old Saybrook","0900757320","2007","All Industries","Number","Number of Employers",623
"Old Saybrook","0900757320","2006","All Industries","US Dollars","Annual Average Wage",38806
"Old Saybrook","0900757320","2007","All Industries","Number","Annual Average Employment",6534
"Old Saybrook","0900757320","2008","Government","Number","Number of Employers",21
"Old Saybrook","0900757320","2012","Government","US Dollars","Annual Average Wage",44734
"Old Saybrook","0900757320","2005","Government","US Dollars","Annual Average Wage",37807
"Old Saybrook","0900757320","2015","All Industries","Number","Annual Average Employment",6302
"Old Saybrook","0900757320","2012","All Industries","US Dollars","Annual Average Wage",39268
"Old Saybrook","0900757320","2012","All Industries","Number","Annual Average Employment",5831
"Old Saybrook","0900757320","2006","Government","Number","Number of Employers",22
"Old Saybrook","0900757320","2009","All Industries","US Dollars","Annual Average Wage",38558
"Old Saybrook","0900757320","2015","Government","US Dollars","Annual Average Wage",47506
"Old Saybrook","0900757320","2013","All Industries","Number","Annual Average Employment",5912
"Old Saybrook","0900757320","2004","All Industries","Number","Number of Employers",599
"Old Saybrook","0900757320","2009","All Industries","Number","Number of Employers",624
"Old Saybrook","0900757320","2005","Government","Number","Number of Employers",21
"Old Saybrook","0900757320","2010","Government","Number","Number of Employers",22
"Old Saybrook","0900757320","2011","All Industries","Number","Annual Average Employment",5841
"Old Saybrook","0900757320","2005","Government","Number","Annual Average Employment",583
"Old Saybrook","0900757320","2009","Government","Number","Number of Employers",22
"Old Saybrook","0900757320","2015","Government","Number","Annual Average Employment",656
"Old Saybrook","0900757320","2005","All Industries","US Dollars","Annual Average Wage",36869
"Old Saybrook","0900757320","2012","Government","Number","Annual Average Employment",667
"Old Saybrook","0900757320","2010","All Industries","US Dollars","Annual Average Wage",38844
"Old Saybrook","0900757320","2014","All Industries","Number","Annual Average Employment",6188
"Old Saybrook","0900757320","2006","All Industries","Number","Annual Average Employment",5999
"Old Saybrook","0900757320","2008","Government","US Dollars","Annual Average Wage",41570
"Old Saybrook","0900757320","2008","Government","Number","Annual Average Employment",627
"Old Saybrook","0900757320","2008","All Industries","Number","Number of Employers",632
"Old Saybrook","0900757320","2009","Government","US Dollars","Annual Average Wage",41558
"Old Saybrook","0900757320","2006","Government","Number","Annual Average Employment",675
"Old Saybrook","0900757320","2007","All Industries","US Dollars","Annual Average Wage",40406
"Old Saybrook","0900757320","2010","All Industries","Number","Annual Average Employment",5841
"Old Saybrook","0900757320","2012","All Industries","Number","Number of Employers",591
"Old Saybrook","0900757320","2012","Government","Number","Number of Employers",21
"Old Saybrook","0900757320","2007","Government","Number","Number of Employers",22
"Old Saybrook","0900757320","2014","All Industries","US Dollars","Annual Average Wage",40765
"Old Saybrook","0900757320","2015","All Industries","US Dollars","Annual Average Wage",43695
"Old Saybrook","0900757320","2013","All Industries","Number","Number of Employers",612
"Old Saybrook","0900757320","2014","All Industries","Number","Number of Employers",621
"Old Saybrook","0900757320","2015","Government","Number","Number of Employers",21
"Old Saybrook","0900757320","2014","Government","Number","Annual Average Employment",684
"Old Saybrook","0900757320","2008","All Industries","Number","Annual Average Employment",6703
"Old Saybrook","0900757320","2013","Government","Number","Annual Average Employment",679
"Old Saybrook","0900757320","2009","All Industries","Number","Annual Average Employment",6231
"Old Saybrook","0900757320","2005","All Industries","Number","Annual Average Employment",5924
"Old Saybrook","0900757320","2006","Government","US Dollars","Annual Average Wage",41309
"Old Saybrook","0900757320","2010","Government","Number","Annual Average Employment",639
"Old Saybrook","0900757320","2004","Government","US Dollars","Annual Average Wage",37222
"Old Saybrook","0900757320","2014","Government","US Dollars","Annual Average Wage",44582
"Old Saybrook","0900757320","2010","Government","US Dollars","Annual Average Wage",42544
"Old Saybrook","0900757320","2004","All Industries","US Dollars","Annual Average Wage",34582
"Old Saybrook","0900757320","2007","Government","US Dollars","Annual Average Wage",47543
"Old Saybrook","0900757320","2010","All Industries","Number","Number of Employers",589
"Old Saybrook","0900757320","2005","All Industries","Number","Number of Employers",597
"Old Saybrook","0900757320","2011","Government","Number","Number of Employers",22
"Old Saybrook","0900757320","2014","Government","Number","Number of Employers",22
"Old Saybrook","0900757320","2004","All Industries","Number","Annual Average Employment",5773
"Old Saybrook","0900757320","2011","Government","Number","Annual Average Employment",660
"Old Saybrook","0900757320","2015","All Industries","Number","Number of Employers",621
"Old Saybrook","0900757320","2013","Government","US Dollars","Annual Average Wage",46816
"Old Saybrook","0900757320","2011","All Industries","Number","Number of Employers",585
"Old Saybrook","0900757320","2013","Government","Number","Number of Employers",22
"Orange","0900957600","2012","Government","US Dollars","Annual Average Wage",41970
"Orange","0900957600","2009","Government","Number","Annual Average Employment",663
"Orange","0900957600","2004","Government","Number","Number of Employers",21
"Orange","0900957600","2012","Government","Number","Annual Average Employment",629
"Orange","0900957600","2004","All Industries","Number","Annual Average Employment",9973
"Orange","0900957600","2012","All Industries","US Dollars","Annual Average Wage",43590
"Orange","0900957600","2010","Government","Number","Number of Employers",22
"Orange","0900957600","2014","Government","Number","Annual Average Employment",635
"Orange","0900957600","2015","All Industries","Number","Annual Average Employment",10328
"Orange","0900957600","2007","All Industries","Number","Annual Average Employment",9564
"Orange","0900957600","2015","Government","Number","Annual Average Employment",632
"Orange","0900957600","2005","Government","US Dollars","Annual Average Wage",36390
"Orange","0900957600","2004","All Industries","Number","Number of Employers",585
"Orange","0900957600","2015","Government","Number","Number of Employers",19
"Orange","0900957600","2009","All Industries","Number","Annual Average Employment",8494
"Orange","0900957600","2010","All Industries","US Dollars","Annual Average Wage",38807
"Orange","0900957600","2004","Government","Number","Annual Average Employment",628
"Orange","0900957600","2005","All Industries","US Dollars","Annual Average Wage",34492
"Orange","0900957600","2005","Government","Number","Number of Employers",21
"Orange","0900957600","2005","All Industries","Number","Number of Employers",587
"Orange","0900957600","2010","All Industries","Number","Number of Employers",579
"Orange","0900957600","2013","Government","Number","Annual Average Employment",640
"Orange","0900957600","2009","Government","Number","Number of Employers",22
"Orange","0900957600","2008","Government","Number","Number of Employers",22
"Orange","0900957600","2012","All Industries","Number","Number of Employers",615
"Orange","0900957600","2005","All Industries","Number","Annual Average Employment",10135
"Orange","0900957600","2005","Government","Number","Annual Average Employment",612
"Orange","0900957600","2012","Government","Number","Number of Employers",21
"Orange","0900957600","2007","All Industries","Number","Number of Employers",614
"Orange","0900957600","2004","All Industries","US Dollars","Annual Average Wage",34403
"Orange","0900957600","2013","All Industries","US Dollars","Annual Average Wage",46047
"Orange","0900957600","2014","Government","Number","Number of Employers",19
"Orange","0900957600","2011","All Industries","Number","Number of Employers",585
"Orange","0900957600","2011","Government","Number","Number of Employers",21
"Orange","0900957600","2008","Government","US Dollars","Annual Average Wage",40928
"Orange","0900957600","2006","Government","Number","Annual Average Employment",657
"Orange","0900957600","2007","Government","Number","Annual Average Employment",649
"Orange","0900957600","2009","All Industries","Number","Number of Employers",582
"Orange","0900957600","2011","Government","US Dollars","Annual Average Wage",42782
"Orange","0900957600","2010","Government","Number","Annual Average Employment",654
"Orange","0900957600","2012","All Industries","Number","Annual Average Employment",9456
"Orange","0900957600","2007","Government","US Dollars","Annual Average Wage",39725
"Orange","0900957600","2004","Government","US Dollars","Annual Average Wage",36521
"Orange","0900957600","2006","All Industries","Number","Number of Employers",603
"Orange","0900957600","2015","All Industries","US Dollars","Annual Average Wage",48675
"Orange","0900957600","2013","Government","Number","Number of Employers",21
"Orange","0900957600","2009","All Industries","US Dollars","Annual Average Wage",38862
"Orange","0900957600","2014","All Industries","Number","Annual Average Employment",9906
"Orange","0900957600","2006","All Industries","Number","Annual Average Employment",10221
"Orange","0900957600","2015","All Industries","Number","Number of Employers",628
"Orange","0900957600","2011","All Industries","US Dollars","Annual Average Wage",39303
"Orange","0900957600","2010","All Industries","Number","Annual Average Employment",8476
"Orange","0900957600","2014","Government","US Dollars","Annual Average Wage",47448
"Orange","0900957600","2006","Government","US Dollars","Annual Average Wage",37120
"Orange","0900957600","2013","Government","US Dollars","Annual Average Wage",44222
"Orange","0900957600","2007","Government","Number","Number of Employers",22
"Orange","0900957600","2010","Government","US Dollars","Annual Average Wage",42118
"Orange","0900957600","2008","All Industries","US Dollars","Annual Average Wage",38580
"Orange","0900957600","2011","All Industries","Number","Annual Average Employment",8643
"Orange","0900957600","2015","Government","US Dollars","Annual Average Wage",51561
"Orange","0900957600","2014","All Industries","US Dollars","Annual Average Wage",47305
"Orange","0900957600","2008","Government","Number","Annual Average Employment",642
"Orange","0900957600","2013","All Industries","Number","Number of Employers",621
"Orange","0900957600","2007","All Industries","US Dollars","Annual Average Wage",37289
"Orange","0900957600","2011","Government","Number","Annual Average Employment",641
"Orange","0900957600","2009","Government","US Dollars","Annual Average Wage",41106
"Orange","0900957600","2014","All Industries","Number","Number of Employers",623
"Orange","0900957600","2006","All Industries","US Dollars","Annual Average Wage",35379
"Orange","0900957600","2013","All Industries","Number","Annual Average Employment",9877
"Orange","0900957600","2006","Government","Number","Number of Employers",22
"Orange","0900957600","2008","All Industries","Number","Annual Average Employment",9035
"Orange","0900957600","2008","All Industries","Number","Number of Employers",598
"Oxford","0900958300","2010","All Industries","US Dollars","Annual Average Wage",48935
"Oxford","0900958300","2004","Government","Number","Annual Average Employment",350
