"Town/County","FIPS","Year","Category","Measure Type","Variable","Value"
"Southbury","0900969640","2015","Government","Number","Annual Average Employment",1754
"Southbury","0900969640","2008","All Industries","Number","Number of Employers",637
"Southbury","0900969640","2007","Government","Number","Annual Average Employment",2165
"Southbury","0900969640","2010","Government","Number","Annual Average Employment",1982
"Southbury","0900969640","2012","Government","Number","Annual Average Employment",1772
"Southbury","0900969640","2006","Government","Number","Number of Employers",22
"Southbury","0900969640","2008","Government","Number","Number of Employers",22
"Southbury","0900969640","2006","All Industries","Number","Annual Average Employment",9545
"Southbury","0900969640","2013","Government","Number","Number of Employers",20
"Southbury","0900969640","2011","All Industries","Number","Number of Employers",656
"Southbury","0900969640","2014","All Industries","Number","Annual Average Employment",8198
"Southbury","0900969640","2010","Government","Number","Number of Employers",21
"Southbury","0900969640","2011","Government","Number","Annual Average Employment",1870
"Southbury","0900969640","2006","Government","US Dollars","Annual Average Wage",54835
"Southbury","0900969640","2004","Government","Number","Number of Employers",22
"Southbury","0900969640","2005","Government","US Dollars","Annual Average Wage",54254
"Southbury","0900969640","2010","Government","US Dollars","Annual Average Wage",59243
"Southbury","0900969640","2004","Government","US Dollars","Annual Average Wage",54424
"Southbury","0900969640","2012","All Industries","Number","Annual Average Employment",8513
"Southbury","0900969640","2007","Government","US Dollars","Annual Average Wage",57380
"Southbury","0900969640","2009","All Industries","US Dollars","Annual Average Wage",67572
"Southbury","0900969640","2014","All Industries","US Dollars","Annual Average Wage",66367
"Southbury","0900969640","2012","Government","US Dollars","Annual Average Wage",62546
"Southbury","0900969640","2008","Government","US Dollars","Annual Average Wage",59542
"Southbury","0900969640","2010","All Industries","Number","Number of Employers",658
"Southbury","0900969640","2013","Government","Number","Annual Average Employment",1782
"Southbury","0900969640","2014","All Industries","Number","Number of Employers",668
"Southbury","0900969640","2006","All Industries","Number","Number of Employers",615
"Southbury","0900969640","2010","All Industries","Number","Annual Average Employment",8573
"Southbury","0900969640","2007","All Industries","Number","Annual Average Employment",9479
"Southbury","0900969640","2010","All Industries","US Dollars","Annual Average Wage",68033
"Southbury","0900969640","2009","All Industries","Number","Annual Average Employment",8829
"Southbury","0900969640","2004","Government","Number","Annual Average Employment",2124
"Southbury","0900969640","2015","Government","US Dollars","Annual Average Wage",66277
"Southbury","0900969640","2012","All Industries","US Dollars","Annual Average Wage",71012
"Southbury","0900969640","2011","Government","US Dollars","Annual Average Wage",64524
"Southbury","0900969640","2011","All Industries","US Dollars","Annual Average Wage",71181
"Southbury","0900969640","2014","Government","Number","Number of Employers",20
"Southbury","0900969640","2011","All Industries","Number","Annual Average Employment",8573
"Southbury","0900969640","2013","All Industries","US Dollars","Annual Average Wage",67439
"Southbury","0900969640","2007","Government","Number","Number of Employers",23
"Southbury","0900969640","2009","Government","Number","Number of Employers",22
"Southbury","0900969640","2012","Government","Number","Number of Employers",20
"Southbury","0900969640","2015","All Industries","US Dollars","Annual Average Wage",67095
"Southbury","0900969640","2009","Government","Number","Annual Average Employment",2071
"Southbury","0900969640","2014","Government","US Dollars","Annual Average Wage",64962
"Southbury","0900969640","2007","All Industries","US Dollars","Annual Average Wage",67099
"Southbury","0900969640","2013","All Industries","Number","Annual Average Employment",8396
"Southbury","0900969640","2004","All Industries","Number","Annual Average Employment",9627
"Southbury","0900969640","2007","All Industries","Number","Number of Employers",636
"Southbury","0900969640","2004","All Industries","Number","Number of Employers",583
"Southbury","0900969640","2013","Government","US Dollars","Annual Average Wage",62328
"Southbury","0900969640","2006","Government","Number","Annual Average Employment",2147
"Southbury","0900969640","2009","All Industries","Number","Number of Employers",633
"Southbury","0900969640","2008","All Industries","US Dollars","Annual Average Wage",67979
"Southington","0900370550","2011","All Industries","Number","Number of Employers",1146
"Southington","0900370550","2009","Government","US Dollars","Annual Average Wage",50783
"Southington","0900370550","2004","Government","US Dollars","Annual Average Wage",46653
"Southington","0900370550","2012","All Industries","US Dollars","Annual Average Wage",39730
"Southington","0900370550","2005","All Industries","Number","Number of Employers",1100
"Southington","0900370550","2015","All Industries","Number","Number of Employers",1211
"Southington","0900370550","2013","All Industries","Number","Number of Employers",1182
"Southington","0900370550","2015","All Industries","US Dollars","Annual Average Wage",42020
"Southington","0900370550","2008","Government","Number","Number of Employers",30
"Southington","0900370550","2015","All Industries","Number","Annual Average Employment",15468
"Southington","0900370550","2010","All Industries","Number","Number of Employers",1137
"Southington","0900370550","2005","All Industries","Number","Annual Average Employment",15189
"Southington","0900370550","2015","Government","US Dollars","Annual Average Wage",56017
"Southington","0900370550","2013","Government","Number","Annual Average Employment",1508
"Southington","0900370550","2012","All Industries","Number","Number of Employers",1174
"Southington","0900370550","2015","Government","Number","Annual Average Employment",1569
"Southington","0900370550","2010","Government","US Dollars","Annual Average Wage",50423
"Southington","0900370550","2004","All Industries","US Dollars","Annual Average Wage",37132
"Southington","0900370550","2012","Government","Number","Annual Average Employment",1537
"Southington","0900370550","2009","All Industries","US Dollars","Annual Average Wage",40426
"Southington","0900370550","2009","Government","Number","Annual Average Employment",1560
"Southington","0900370550","2007","Government","US Dollars","Annual Average Wage",49718
"Southington","0900370550","2012","Government","US Dollars","Annual Average Wage",50943
"Southington","0900370550","2006","All Industries","Number","Annual Average Employment",15369
"Southington","0900370550","2010","Government","Number","Annual Average Employment",1556
"Southington","0900370550","2013","Government","Number","Number of Employers",28
"Southington","0900370550","2011","Government","Number","Annual Average Employment",1540
"Southington","0900370550","2011","Government","US Dollars","Annual Average Wage",51411
"Southington","0900370550","2012","All Industries","Number","Annual Average Employment",14799
"Southington","0900370550","2007","All Industries","Number","Number of Employers",1133
"Southington","0900370550","2009","All Industries","Number","Number of Employers",1130
"Southington","0900370550","2006","Government","Number","Number of Employers",30
"Southington","0900370550","2004","All Industries","Number","Number of Employers",1102
"Southington","0900370550","2007","All Industries","US Dollars","Annual Average Wage",39763
"Southington","0900370550","2009","All Industries","Number","Annual Average Employment",15352
"Southington","0900370550","2013","All Industries","Number","Annual Average Employment",14833
"Southington","0900370550","2010","All Industries","US Dollars","Annual Average Wage",39811
"Southington","0900370550","2004","Government","Number","Number of Employers",31
"Southington","0900370550","2005","Government","Number","Number of Employers",31
"Southington","0900370550","2008","Government","Number","Annual Average Employment",1546
"Southington","0900370550","2011","Government","Number","Number of Employers",29
"Southington","0900370550","2006","All Industries","Number","Number of Employers",1124
"Southington","0900370550","2007","All Industries","Number","Annual Average Employment",15645
"Southington","0900370550","2008","All Industries","Number","Annual Average Employment",15692
"Southington","0900370550","2005","Government","Number","Annual Average Employment",1368
"Southington","0900370550","2008","Government","US Dollars","Annual Average Wage",49423
"Southington","0900370550","2007","Government","Number","Annual Average Employment",1485
"Southington","0900370550","2004","All Industries","Number","Annual Average Employment",15301
"Southington","0900370550","2006","Government","US Dollars","Annual Average Wage",49383
"Southington","0900370550","2007","Government","Number","Number of Employers",30
"Southington","0900370550","2010","All Industries","Number","Annual Average Employment",14654
"Southington","0900370550","2006","Government","Number","Annual Average Employment",1400
"Southington","0900370550","2008","All Industries","US Dollars","Annual Average Wage",40980
